id_movimiento,id_material,id_usuario,fecha,tipo_movimiento,cantidad,stock_resultante,observaciones,tipo,stock_minimo,ubicacion
39116,1034,1000,20/11/2018,Salida,13,792,"Salida simulada",HFC,35,Almacen 2
39115,1034,1000,22/11/2018,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
39114,1034,1001,24/11/2018,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
39113,1034,1000,28/11/2018,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39112,1034,1000,29/11/2018,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
8958,1034,1000,30/11/2018,Entrada,52,812,"Ingreso simulado",HFC,35,Almacen 2
39111,1034,1000,30/11/2018,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39110,1034,1001,06/12/2018,Salida,27,792,"Salida simulada",HFC,35,Almacen 2
39109,1034,1000,09/12/2018,Salida,5,792,"Salida simulada",HFC,35,Almacen 2
8957,1034,1001,13/12/2018,Entrada,41,812,"Ingreso simulado",HFC,35,Almacen 2
39108,1034,1001,13/12/2018,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
39107,1034,1001,20/12/2018,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39106,1034,1000,06/01/2019,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
8956,1034,1000,06/01/2019,Entrada,55,812,"Ingreso simulado",HFC,35,Almacen 2
39105,1034,1000,07/01/2019,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
8955,1034,1001,08/01/2019,Entrada,56,812,"Ingreso simulado",HFC,35,Almacen 2
8954,1034,1000,11/01/2019,Entrada,49,812,"Ingreso simulado",HFC,35,Almacen 2
39104,1034,1001,13/01/2019,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
8953,1034,1000,15/01/2019,Entrada,48,812,"Ingreso simulado",HFC,35,Almacen 2
8952,1034,1000,17/01/2019,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
8951,1034,1000,20/01/2019,Entrada,49,812,"Ingreso simulado",HFC,35,Almacen 2
39103,1034,1000,21/01/2019,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
39102,1034,1001,22/01/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
39101,1034,1001,23/01/2019,Salida,10,792,"Salida simulada",HFC,35,Almacen 2
39100,1034,1001,29/01/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
39099,1034,1000,31/01/2019,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
39098,1034,1000,01/02/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
39097,1034,1001,06/02/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39096,1034,1000,08/02/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
39095,1034,1001,10/02/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
39094,1034,1000,13/02/2019,Salida,32,792,"Salida simulada",HFC,35,Almacen 2
39093,1034,1000,17/02/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
39092,1034,1000,21/02/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
8950,1034,1000,27/02/2019,Entrada,47,812,"Ingreso simulado",HFC,35,Almacen 2
39091,1034,1000,27/02/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39090,1034,1001,01/03/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
39089,1034,1001,02/03/2019,Salida,6,792,"Salida simulada",HFC,35,Almacen 2
8949,1034,1001,06/03/2019,Entrada,55,812,"Ingreso simulado",HFC,35,Almacen 2
39088,1034,1000,12/03/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39087,1034,1000,13/03/2019,Salida,27,792,"Salida simulada",HFC,35,Almacen 2
39086,1034,1001,14/03/2019,Salida,8,792,"Salida simulada",HFC,35,Almacen 2
39085,1034,1001,16/03/2019,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
8948,1034,1000,16/03/2019,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
8947,1034,1000,17/03/2019,Entrada,49,812,"Ingreso simulado",HFC,35,Almacen 2
39084,1034,1001,18/03/2019,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
8946,1034,1001,20/03/2019,Entrada,48,812,"Ingreso simulado",HFC,35,Almacen 2
39083,1034,1001,20/03/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
39082,1034,1001,21/03/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39081,1034,1000,25/03/2019,Salida,13,792,"Salida simulada",HFC,35,Almacen 2
39080,1034,1000,28/03/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
8945,1034,1000,29/03/2019,Entrada,57,812,"Ingreso simulado",HFC,35,Almacen 2
39079,1034,1000,31/03/2019,Salida,27,792,"Salida simulada",HFC,35,Almacen 2
39078,1034,1000,04/04/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
39077,1034,1000,05/04/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
39076,1034,1001,06/04/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
8944,1034,1001,08/04/2019,Entrada,42,812,"Ingreso simulado",HFC,35,Almacen 2
39075,1034,1001,09/04/2019,Salida,25,792,"Salida simulada",HFC,35,Almacen 2
8943,1034,1000,10/04/2019,Entrada,48,812,"Ingreso simulado",HFC,35,Almacen 2
8942,1034,1000,12/04/2019,Entrada,45,812,"Ingreso simulado",HFC,35,Almacen 2
39074,1034,1000,14/04/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
39073,1034,1001,15/04/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
39072,1034,1001,17/04/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
39071,1034,1001,21/04/2019,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
8941,1034,1000,22/04/2019,Entrada,61,812,"Ingreso simulado",HFC,35,Almacen 2
8940,1034,1001,27/04/2019,Entrada,47,812,"Ingreso simulado",HFC,35,Almacen 2
39070,1034,1000,30/04/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
8939,1034,1001,01/05/2019,Entrada,55,812,"Ingreso simulado",HFC,35,Almacen 2
8938,1034,1001,05/05/2019,Entrada,44,812,"Ingreso simulado",HFC,35,Almacen 2
8937,1034,1001,08/05/2019,Entrada,37,812,"Ingreso simulado",HFC,35,Almacen 2
39069,1034,1000,10/05/2019,Salida,12,792,"Salida simulada",HFC,35,Almacen 2
39068,1034,1001,13/05/2019,Salida,26,792,"Salida simulada",HFC,35,Almacen 2
8936,1034,1000,14/05/2019,Entrada,47,812,"Ingreso simulado",HFC,35,Almacen 2
39067,1034,1000,15/05/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
8935,1034,1000,16/05/2019,Entrada,59,812,"Ingreso simulado",HFC,35,Almacen 2
39066,1034,1001,23/05/2019,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
39065,1034,1000,26/05/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
39064,1034,1001,28/05/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
8934,1034,1001,09/06/2019,Entrada,44,812,"Ingreso simulado",HFC,35,Almacen 2
39063,1034,1001,11/06/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39062,1034,1000,14/06/2019,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
8933,1034,1001,15/06/2019,Entrada,41,812,"Ingreso simulado",HFC,35,Almacen 2
39061,1034,1001,21/06/2019,Salida,11,792,"Salida simulada",HFC,35,Almacen 2
39060,1034,1000,23/06/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
8932,1034,1001,24/06/2019,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
39059,1034,1001,26/06/2019,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
39058,1034,1001,30/06/2019,Salida,28,792,"Salida simulada",HFC,35,Almacen 2
39057,1034,1000,02/07/2019,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
39056,1034,1000,04/07/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
39055,1034,1001,05/07/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
39054,1034,1000,07/07/2019,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
39053,1034,1000,09/07/2019,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
39052,1034,1001,10/07/2019,Salida,25,792,"Salida simulada",HFC,35,Almacen 2
39051,1034,1000,11/07/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
39050,1034,1000,17/07/2019,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
39049,1034,1001,21/07/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
39048,1034,1000,22/07/2019,Salida,27,792,"Salida simulada",HFC,35,Almacen 2
39047,1034,1001,24/07/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
8931,1034,1000,24/07/2019,Entrada,45,812,"Ingreso simulado",HFC,35,Almacen 2
39046,1034,1001,25/07/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39045,1034,1000,28/07/2019,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
39044,1034,1000,30/07/2019,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
39043,1034,1000,31/07/2019,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
39042,1034,1001,01/08/2019,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
8930,1034,1001,04/08/2019,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
8929,1034,1000,06/08/2019,Entrada,45,812,"Ingreso simulado",HFC,35,Almacen 2
39041,1034,1001,08/08/2019,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
8928,1034,1001,08/08/2019,Entrada,59,812,"Ingreso simulado",HFC,35,Almacen 2
39040,1034,1001,12/08/2019,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
39039,1034,1000,13/08/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39038,1034,1000,14/08/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
39037,1034,1000,22/08/2019,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
8927,1034,1001,24/08/2019,Entrada,48,812,"Ingreso simulado",HFC,35,Almacen 2
39036,1034,1000,26/08/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
39035,1034,1000,27/08/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39034,1034,1001,28/08/2019,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
39033,1034,1000,02/09/2019,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
39032,1034,1000,05/09/2019,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
8926,1034,1001,05/09/2019,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
39031,1034,1001,06/09/2019,Salida,27,792,"Salida simulada",HFC,35,Almacen 2
8925,1034,1000,08/09/2019,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
8924,1034,1001,12/09/2019,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
39030,1034,1000,12/09/2019,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
39029,1034,1001,13/09/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
39028,1034,1001,19/09/2019,Salida,25,792,"Salida simulada",HFC,35,Almacen 2
8923,1034,1000,20/09/2019,Entrada,61,812,"Ingreso simulado",HFC,35,Almacen 2
39027,1034,1001,20/09/2019,Salida,28,792,"Salida simulada",HFC,35,Almacen 2
8922,1034,1001,21/09/2019,Entrada,42,812,"Ingreso simulado",HFC,35,Almacen 2
8921,1034,1000,25/09/2019,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
39026,1034,1000,27/09/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
8920,1034,1001,27/09/2019,Entrada,47,812,"Ingreso simulado",HFC,35,Almacen 2
39025,1034,1000,01/10/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
39024,1034,1001,02/10/2019,Salida,29,792,"Salida simulada",HFC,35,Almacen 2
8919,1034,1000,03/10/2019,Entrada,45,812,"Ingreso simulado",HFC,35,Almacen 2
39023,1034,1001,06/10/2019,Salida,28,792,"Salida simulada",HFC,35,Almacen 2
39022,1034,1000,09/10/2019,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
39021,1034,1001,10/10/2019,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
8918,1034,1001,10/10/2019,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
39020,1034,1001,13/10/2019,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
39019,1034,1001,14/10/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
8917,1034,1000,16/10/2019,Entrada,62,812,"Ingreso simulado",HFC,35,Almacen 2
39018,1034,1001,16/10/2019,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
39017,1034,1000,17/10/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
8916,1034,1001,19/10/2019,Entrada,52,812,"Ingreso simulado",HFC,35,Almacen 2
39016,1034,1000,20/10/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39015,1034,1001,21/10/2019,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
39014,1034,1001,22/10/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
8915,1034,1001,23/10/2019,Entrada,66,812,"Ingreso simulado",HFC,35,Almacen 2
39013,1034,1000,28/10/2019,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
8914,1034,1000,02/11/2019,Entrada,56,812,"Ingreso simulado",HFC,35,Almacen 2
39012,1034,1001,04/11/2019,Salida,31,792,"Salida simulada",HFC,35,Almacen 2
8913,1034,1001,05/11/2019,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
39011,1034,1000,06/11/2019,Salida,12,792,"Salida simulada",HFC,35,Almacen 2
8912,1034,1001,08/11/2019,Entrada,55,812,"Ingreso simulado",HFC,35,Almacen 2
39010,1034,1000,09/11/2019,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
39009,1034,1001,12/11/2019,Salida,27,792,"Salida simulada",HFC,35,Almacen 2
39008,1034,1000,15/11/2019,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
39007,1034,1000,19/11/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39006,1034,1000,21/11/2019,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
39005,1034,1001,24/11/2019,Salida,25,792,"Salida simulada",HFC,35,Almacen 2
39004,1034,1000,27/11/2019,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
39003,1034,1001,28/11/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
39002,1034,1001,01/12/2019,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
8911,1034,1000,04/12/2019,Entrada,42,812,"Ingreso simulado",HFC,35,Almacen 2
39001,1034,1001,09/12/2019,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
8910,1034,1001,09/12/2019,Entrada,56,812,"Ingreso simulado",HFC,35,Almacen 2
39000,1034,1000,10/12/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
38999,1034,1001,11/12/2019,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
8909,1034,1000,12/12/2019,Entrada,53,812,"Ingreso simulado",HFC,35,Almacen 2
8908,1034,1000,14/12/2019,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
38998,1034,1000,15/12/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38997,1034,1000,16/12/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38996,1034,1001,18/12/2019,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38995,1034,1000,19/12/2019,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38994,1034,1001,23/12/2019,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38993,1034,1000,24/12/2019,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
8907,1034,1000,31/12/2019,Entrada,59,812,"Ingreso simulado",HFC,35,Almacen 2
8906,1034,1001,02/01/2020,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
38992,1034,1001,05/01/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38991,1034,1001,06/01/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
8905,1034,1001,07/01/2020,Entrada,44,812,"Ingreso simulado",HFC,35,Almacen 2
38990,1034,1001,11/01/2020,Salida,26,792,"Salida simulada",HFC,35,Almacen 2
38989,1034,1000,12/01/2020,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38988,1034,1001,15/01/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38987,1034,1000,17/01/2020,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
38986,1034,1001,18/01/2020,Salida,10,792,"Salida simulada",HFC,35,Almacen 2
8904,1034,1000,19/01/2020,Entrada,54,812,"Ingreso simulado",HFC,35,Almacen 2
38985,1034,1001,27/01/2020,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
38984,1034,1001,28/01/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38983,1034,1001,31/01/2020,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
8903,1034,1001,05/02/2020,Entrada,42,812,"Ingreso simulado",HFC,35,Almacen 2
38982,1034,1000,17/02/2020,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
8902,1034,1000,19/02/2020,Entrada,38,812,"Ingreso simulado",HFC,35,Almacen 2
