anio,num_mes,departamento,provincia,distrito,sector,area,categoria,descripcion,cantidad,fecha_data
2020,7,Lambayeque,Chiclayo,JLO,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),55,27/06/2025
2020,8,Lambayeque,Chiclayo,JLO,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),56,27/06/2025
2020,9,Lambayeque,Chiclayo,JLO,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),49,27/06/2025
2020,10,Lambayeque,Chiclayo,JLO,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),47,27/06/2025
2020,11,Lambayeque,Chiclayo,JLO,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),61,27/06/2025
2020,12,Lambayeque,Chiclayo,JLO,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),63,27/06/2025
2020,1,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),27,27/06/2025
2020,2,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),24,27/06/2025
2020,3,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),32,27/06/2025
2020,4,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),26,27/06/2025
2020,5,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),25,27/06/2025
2020,6,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),20,27/06/2025
2020,7,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),18,27/06/2025
2020,8,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),15,27/06/2025
2020,9,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),13,27/06/2025
2020,10,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),24,27/06/2025
2020,11,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),22,27/06/2025
2020,12,Lambayeque,Chiclayo,Monsefu,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),25,27/06/2025
2020,1,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),6,27/06/2025
2020,2,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),3,27/06/2025
2020,3,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),8,27/06/2025
2020,4,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),7,27/06/2025
2020,5,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),6,27/06/2025
2020,6,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),4,27/06/2025
2020,7,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),10,27/06/2025
2020,8,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),5,27/06/2025
2020,9,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),3,27/06/2025
2020,10,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),6,27/06/2025
2020,11,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),2,27/06/2025
2020,12,Lambayeque,Chiclayo,Oyotun,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),5,27/06/2025
2020,1,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),2,27/06/2025
2020,2,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),0,27/06/2025
2020,3,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),0,27/06/2025
2020,4,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),0,27/06/2025
2020,5,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),0,27/06/2025
2020,6,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),0,27/06/2025
2020,7,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),1,27/06/2025
2020,8,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),2,27/06/2025
2020,9,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),1,27/06/2025
2020,10,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),1,27/06/2025
2020,11,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),2,27/06/2025
2020,12,Lambayeque,Ferreniafe,Caniaris,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),3,27/06/2025
2020,1,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),4,27/06/2025
2020,2,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),5,27/06/2025
2020,3,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),5,27/06/2025
2020,4,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),9,27/06/2025
2020,5,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),5,27/06/2025
2020,6,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),4,27/06/2025
2020,7,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),0,27/06/2025
2020,8,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),1,27/06/2025
2020,9,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),3,27/06/2025
2020,10,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),2,27/06/2025
2020,11,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),8,27/06/2025
2020,12,Lambayeque,Ferreniafe,Incahuasi,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),11,27/06/2025
2020,1,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),10,27/06/2025
2020,2,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),12,27/06/2025
2020,3,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),11,27/06/2025
2020,4,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),17,27/06/2025
2020,5,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),33,27/06/2025
2020,6,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),10,27/06/2025
2020,7,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),14,27/06/2025
2020,8,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),21,27/06/2025
2020,9,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),18,27/06/2025
2020,10,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),25,27/06/2025
2020,11,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),32,27/06/2025
2020,12,Lambayeque,Lambayeque,Illimo,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),19,27/06/2025
2020,1,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),7,27/06/2025
2020,2,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),12,27/06/2025
2020,3,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),16,27/06/2025
2020,4,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),14,27/06/2025
2020,5,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),19,27/06/2025
2020,6,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),16,27/06/2025
2020,7,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),16,27/06/2025
2020,8,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),9,27/06/2025
2020,9,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),14,27/06/2025
2020,10,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),9,27/06/2025
2020,11,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),16,27/06/2025
2020,12,Lambayeque,Lambayeque,Jayanca,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),11,27/06/2025
2020,1,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),27,27/06/2025
2020,2,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),30,27/06/2025
2020,3,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),39,27/06/2025
2020,4,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),21,27/06/2025
2020,5,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),33,27/06/2025
2020,6,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),23,27/06/2025
2020,7,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),20,27/06/2025
2020,8,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),16,27/06/2025
2020,9,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),24,27/06/2025
2020,10,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),23,27/06/2025
2020,11,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),22,27/06/2025
2020,12,Lambayeque,Lambayeque,Morrope,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),18,27/06/2025
2020,1,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),24,27/06/2025
2020,2,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),20,27/06/2025
2020,3,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),16,27/06/2025
2020,4,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),20,27/06/2025
2020,5,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),41,27/06/2025
2020,6,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),21,27/06/2025
2020,7,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),25,27/06/2025
2020,8,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),14,27/06/2025
2020,9,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),19,27/06/2025
2020,10,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),19,27/06/2025
2020,11,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),27,27/06/2025
2020,12,Lambayeque,Lambayeque,Motupe,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),21,27/06/2025
2020,1,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),7,27/06/2025
2020,2,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),5,27/06/2025
2020,3,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),10,27/06/2025
2020,4,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),2,27/06/2025
2020,5,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),5,27/06/2025
2020,6,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),4,27/06/2025
2020,7,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),3,27/06/2025
2020,8,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),3,27/06/2025
2020,9,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),9,27/06/2025
2020,10,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),6,27/06/2025
2020,11,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),3,27/06/2025
2020,12,Lambayeque,Lambayeque,Salas,MINSA,rural,I-3,Centro de salud con mayor capacidad (medico y laboratorio basico),3,27/06/2025
2020,1,Lambayeque,Chiclayo,Pimentel,ESSALUD,urbano,II-1,"Hospital basico (quirofano, especialistas, hospitalizacion basica)",278,27/06/2025
2020,2,Lambayeque,Chiclayo,Pimentel,ESSALUD,urbano,II-1,"Hospital basico (quirofano, especialistas, hospitalizacion basica)",262,27/06/2025
